x,y,label,cell_type,cell_size_pixel
131.625,14.04,2,B,399
146.83499999999998,14.43,3,B,305
172.185,14.43,4,DC / Mono,356
180.18,12.48,5,Macrophages,72
185.64,12.48,6,Macrophages,82
246.48000000000002,14.43,7,CD3-T,396
271.635,15.015,8,Keratin-positive tumor,394
300.105,15.21,9,Keratin-positive tumor,556
320.19,11.895,10,Keratin-positive tumor,69
332.08500000000004,15.795000000000002,11,Keratin-positive tumor,817
423.345,15.795000000000002,12,Unidentified,488
430.365,13.844999999999999,13,Mesenchymal-like,152
463.905,14.43,14,Other immune,394
664.365,13.065000000000001,15,Keratin-positive tumor,224
87.75,13.455000000000002,16,CD4-T,242
354.12,15.990000000000002,17,Other immune,375
236.53500000000003,15.990000000000002,18,Mesenchymal-like,490
260.71500000000003,17.355,19,DC / Mono,902
284.895,15.21,20,Mono / Neu,433
405.405,16.575,21,Other immune,430
367.77,15.21,22,DC / Mono,488
389.02500000000003,16.185000000000002,23,Other immune,552
615.81,16.38,24,CD3-T,531
95.355,14.235,25,CD4-T,204
141.18,16.185000000000002,26,CD4-T,321
360.165,17.745,27,B,366
648.375,15.015,28,Unidentified,553
109.59,14.82,29,B,362
157.365,18.330000000000002,30,Macrophages,773
607.23,16.185000000000002,31,Other immune,333
75.855,15.99,32,B,280
167.895,17.55,33,Macrophages,407
321.36,18.330000000000002,34,Keratin-positive tumor,556
104.91,17.745,36,CD3-T,620
283.725,19.89,37,Mono / Neu,534
182.13,18.915,39,CD8-T,359
133.57500000000002,21.450000000000003,40,B,491
114.855,19.89,41,DC / Mono,232
397.02,20.475,42,Other immune,551
92.23500000000001,21.645,43,B,794
122.46000000000001,20.085,44,B,486
460.005,20.475,46,CD8-T,492
76.44,21.255000000000003,47,CD4-T,163
174.91500000000002,21.645000000000003,48,CD8-T,447
251.16000000000003,18.915,49,CD8-T,208
272.80500000000006,23.205,50,CD8-T,625
297.57,22.62,52,Keratin-positive tumor,490
310.05,24.96,53,Keratin-positive tumor,1186
367.96500000000003,22.425,54,Other immune,271
385.71000000000004,23.01,55,Other immune,367
342.225,24.18,56,CD3-T,953
379.86,21.060000000000002,57,CD3-T,220
154.44,25.155,58,DC / Mono,471
332.28,23.79,59,Keratin-positive tumor,439
364.06500000000005,23.4,61,Other immune,177
609.96,24.765,62,Other immune,410
110.565,25.155,64,CD4-T,361
129.09,25.35,66,DC / Mono,365
235.56,24.18,67,Other immune,208
571.155,24.765,68,Mesenchymal-like,512
223.08,23.985,69,Keratin-positive tumor,377
258.96,25.545,70,Neutrophils,543
356.265,24.375,71,Other immune,312
485.16,23.4,72,Other immune,782
394.68,26.325000000000003,73,Neutrophils,405
406.185,25.545,74,Other immune,190
144.885,27.3,75,CD4-T,754
149.175,24.18,76,CD4-T,119
183.88500000000002,30.615000000000002,77,CD3-T,724
96.135,26.325000000000003,78,Other immune,233
379.47,27.495,81,CD3-T,273
413.01,26.325000000000003,82,Mono / Neu,205
511.485,28.47,83,CD3-T,575
76.44,30.225,84,B,1103
293.28,27.689999999999998,86,CD8-T,416
324.09000000000003,29.835,87,Keratin-positive tumor,872
453.18,26.325,88,Unidentified,519
625.95,28.275,89,Mesenchymal-like,875
238.29000000000002,28.665000000000003,90,Macrophages,158
67.275,29.64,92,B,279
103.35,27.495,93,CD4-T,271
216.64499999999998,26.91,94,Keratin-positive tumor,378
279.04499999999996,28.275,95,CD8-T,180
285.28499999999997,31.98,96,Other immune,677
162.825,29.25,97,Macrophages,432
231.66000000000003,30.42,99,Keratin-positive tumor,453
352.95000000000005,30.225,100,CD3-T,477
116.805,32.565,102,CD8-T,562
63.18,30.615000000000002,103,B,434
123.24000000000001,30.225,104,DC / Mono,300
175.11,30.810000000000002,106,CD3-T,366
270.075,29.835,107,CD4-T,424
169.065,29.835,108,Other immune,265
445.38,29.64,109,Mesenchymal-like,165
246.87,32.370000000000005,110,Mesenchymal-like,623
457.08000000000004,30.615000000000002,111,Other immune,204
525.5250000000001,28.08,112,Unidentified,749
109.2,31.785000000000004,113,CD8-T,171
97.69500000000001,33.345,114,CD4-T,344
219.96,37.245000000000005,115,Keratin-positive tumor,1306
366.21000000000004,30.810000000000002,116,CD3-T,737
549.315,30.03,117,Mono / Neu,291
612.3,31.59,118,Other immune,766
189.735,33.54,121,B,580
427.83000000000004,33.735,122,CD8-T,354
577.0050000000001,32.76,124,Other immune,918
156.78000000000003,32.370000000000005,125,CD8-T,77
265.005,33.54,126,CD3-T,103
297.375,35.295,128,Neutrophils,613
415.155,33.735,130,CD8-T,338
493.74,32.37,131,Mesenchymal-like,396
269.88,34.32000000000001,132,CD3-T,87
449.67,34.125,133,Mesenchymal-like,221
54.795,35.1,134,Unidentified,227
333.06000000000006,34.71,137,Mesenchymal-like,325
486.72,36.465,138,Other immune,726
129.48,34.125,139,CD4-T,233
239.26500000000001,35.49,140,Keratin-positive tumor,324
370.11,38.22,141,CD8-T,341
386.295,35.685,142,Other immune,227
106.275,35.88,144,CD4-T,307
156.78000000000003,35.685,145,Macrophages,69
508.755,34.32,147,DC / Mono,326
524.55,34.71,148,Other immune,242
150.345,36.27,149,Other immune,378
542.49,35.879999999999995,150,Unidentified,592
555.5550000000001,35.49,151,Other immune,334
340.665,36.465,152,CD4-T,392
422.76,35.88,153,Other immune,484
86.58000000000001,33.735,155,CD4-T,369
349.44,37.050000000000004,156,CD4-T,422
550.095,36.855000000000004,157,Mesenchymal-like,228
667.29,37.245000000000005,158,Mesenchymal-like,338
92.235,38.61,159,CD4-T,444
199.29000000000002,36.075,161,Keratin-positive tumor,214
232.245,38.025,162,Keratin-positive tumor,409
79.755,37.44,163,B,170
146.25,39.975,165,Other immune,633
463.32000000000005,37.245000000000005,166,Mesenchymal-like,327
532.935,37.05,167,Unidentified,475
64.74000000000001,39.39,168,B,299
137.67000000000002,37.83,169,NK,786
504.855,37.83,170,Other immune,263
569.595,39.195,171,CD3-T,464
126.165,39.39,173,CD8-T,413
312.78000000000003,37.44,174,Other immune,249
397.8,39.195,175,CD3-T,970
293.08500000000004,41.34,176,CD8-T,438
630.63,40.17,177,Other immune,698
102.18,40.17,178,CD4-T,334
358.995,41.144999999999996,179,CD3-T,933
173.94,39.975,180,Macrophages,458
307.905,40.755,181,Neutrophils,398
326.235,41.925,182,Macrophages,550
663.585,42.120000000000005,183,CD3-T,300
162.04500000000002,40.365,184,DC / Mono,433
607.6200000000001,39.585,186,Other immune,419
59.475,41.535000000000004,188,CD4-T,368
72.93,45.045,189,DC / Mono,773
115.635,40.17,190,B,319
338.13,41.535,191,Other immune,298
525.3299999999999,40.95,192,Mono / Neu,281
50.895,43.095,193,B,448
270.855,44.07000000000001,195,Keratin-positive tumor,1197
450.84000000000003,41.730000000000004,196,Other immune,514
578.37,41.34,197,Other immune,325
514.605,42.9,199,Other immune,755
539.565,41.730000000000004,200,Other immune,314
587.145,42.120000000000005,202,Other immune,570
642.33,41.34,203,Mesenchymal-like,365
650.52,42.120000000000005,205,Other immune,299
79.95,44.85,206,B,377
204.75,46.215,207,Keratin-positive tumor,1042
89.11500000000001,44.265,210,CD4-T,368
183.495,43.875,211,DC / Mono,326
46.215,44.265,212,CD4-T,132
231.075,46.995000000000005,214,Keratin-positive tumor,628
502.515,44.07,215,Other immune,286
657.1500000000001,44.655,216,Other immune,506
301.08000000000004,45.045,217,DC / Mono,223
637.26,46.41,218,Endothelial,263
428.41499999999996,46.995000000000005,219,Macrophages,678
118.56,46.215,220,CD8-T,116
122.85000000000001,44.85,221,CD8-T,133
596.31,42.9,225,Unidentified,424
101.4,46.995000000000005,226,CD4-T,342
363.09000000000003,47.385000000000005,227,Mono / Neu,340
667.6800000000001,45.825,228,Other immune,158
158.535,44.46,229,DC / Mono,528
144.885,46.605000000000004,230,CD4-T,68
170.04000000000002,48.75,231,CD8-T,399
628.875,47.385000000000005,232,Endothelial,252
65.325,49.14,234,CD4-T,418
333.84000000000003,46.605000000000004,235,CD8-T,605
347.295,47.19,236,CD8-T,353
566.085,49.725,237,Other immune,933
131.625,48.555,238,CD4-T,423
709.2149999999999,46.995000000000005,239,Unidentified,570
139.62,49.92,240,CD3-T,372
450.06000000000006,50.115,242,Mono / Neu,287
537.2249999999999,50.115,243,Mesenchymal-like,669
579.345,49.14,244,Mesenchymal-like,565
587.145,49.14,245,Unidentified,105
179.79000000000002,51.285,247,Other immune,970
221.91,51.870000000000005,248,Keratin-positive tumor,1004
43.290000000000006,49.14,249,B,512
113.295,46.800000000000004,250,CD4-T,695
259.155,50.31,251,Keratin-positive tumor,333
287.625,49.725,252,Macrophages,543
599.4300000000001,49.92,253,Unidentified,571
58.305,50.115,254,CD4-T,370
85.605,50.505,255,DC / Mono,399
99.06,49.92,256,CD8-T,609
681.5250000000001,49.53,257,Other immune,307
703.1700000000001,52.260000000000005,258,Unidentified,330
243.75,51.285000000000004,259,Keratin-positive tumor,764
154.44,52.260000000000005,260,DC / Mono,468
193.83,51.870000000000005,261,Keratin-positive tumor,488
497.25,51.09,262,Other immune,287
51.285000000000004,51.480000000000004,263,B,357
356.655,54.015,266,B,533
398.19,51.09,267,Other immune,320
275.34000000000003,53.43,268,Keratin-positive tumor,611
145.66500000000002,51.870000000000005,269,CD8-T,215
479.895,52.455,271,Other immune,636
526.8900000000001,51.870000000000005,272,Other immune,465
666.12,52.260000000000005,273,Other immune,535
436.02,54.795,274,Mono / Neu,860
126.94500000000001,55.575,275,Neutrophils,895
447.33000000000004,53.82,276,Other immune,387
505.83000000000004,54.405,277,Other immune,609
421.20000000000005,54.015,278,Other immune,653
653.25,53.625,279,Mono / Neu,452
113.49000000000001,56.745000000000005,280,B,585
315.12,54.795,281,Mono / Neu,494
165.36,59.865,282,Macrophages,1135
469.365,56.745000000000005,283,DC / Mono,621
490.62,55.77,284,Other immune,446
617.76,54.795,285,Mesenchymal-like,596
203.19,57.915000000000006,287,Keratin-positive tumor,792
266.565,55.38,288,Keratin-positive tumor,333
342.81,54.405,289,CD3-T,648
349.83000000000004,55.575,291,Other immune,238
687.5699999999999,54.6,292,Unidentified,304
61.230000000000004,56.355000000000004,293,CD8-T,186
332.28,56.160000000000004,295,B,319
385.515,55.575,296,Other immune,555
67.66499999999999,56.745000000000005,297,B,98
101.205,57.135000000000005,298,B,152
305.175,57.525000000000006,299,CD8-T,395
607.6200000000001,56.550000000000004,300,Other immune,392
375.765,56.355000000000004,303,Other immune,325
682.8900000000001,60.254999999999995,305,Other immune,422
696.1500000000001,56.355000000000004,306,CD8-T,430
85.995,57.525000000000006,307,B,271
216.45,58.305,309,Keratin-positive tumor,494
251.94000000000003,57.525000000000006,310,Keratin-positive tumor,428
259.35,56.94,311,Keratin-positive tumor,353
366.21000000000004,55.38,313,CD4-T,665
494.91,58.89,314,Endothelial,309
635.3100000000001,59.085,316,Endothelial,1176
285.87,59.67,318,Mono / Neu,523
317.85,59.475,319,Macrophages,252
337.35,56.745000000000005,320,CD4-T,71
675.675,55.575,321,DC / Mono,442
51.09,59.28,323,B,332
231.46500000000003,59.28,324,Keratin-positive tumor,903
647.595,59.47500000000001,325,Unidentified,513
654.8100000000001,59.08500000000001,326,Mono / Neu,188
40.365,60.254999999999995,327,CD4-T,412
94.575,58.305,328,CD8-T,398
140.205,60.06,329,Neutrophils,606
77.41499999999999,60.644999999999996,331,B,638
337.35,60.45,332,CD4-T,96
445.96500000000003,60.255,333,Other immune,267
483.21000000000004,60.06,334,Other immune,272
688.35,60.84,335,Macrophages,109
729.885,61.230000000000004,336,Mesenchymal-like,571
193.44,63.18000000000001,337,Keratin-positive tumor,854
579.345,60.25500000000001,339,Other immune,585
597.675,58.30500000000001,340,DC / Mono,251
149.955,59.865,341,B,321
328.38,60.45,342,B,316
421.395,61.230000000000004,343,CD3-T,115
476.775,61.230000000000004,344,Neutrophils,246
664.1700000000001,59.865,345,Other immune,499
243.94500000000002,61.620000000000005,346,Keratin-positive tumor,501
383.56500000000005,62.985,347,Macrophages,389
513.045,58.50000000000001,348,Neutrophils,880
107.25,61.035,349,CD4-T,220
463.71000000000004,62.400000000000006,351,Other immune,603
723.645,62.205,352,Mesenchymal-like,200
274.755,63.765,353,Keratin-positive tumor,598
298.935,62.01,354,CD8-T,549
319.40999999999997,63.18,355,CD8-T,175
545.415,65.52000000000001,356,Other immune,1094
89.11500000000001,64.74000000000001,357,CD4-T,432
415.54499999999996,63.375,359,DC / Mono,410
62.595,62.01,362,CD8-T,201
69.22500000000001,64.35,363,B,511
426.46500000000003,62.205,365,Mono / Neu,422
57.33,65.13,367,CD4-T,563
100.035,63.57,368,CD4-T,453
374.78999999999996,64.74000000000001,370,CD8-T,391
595.7249999999999,64.35,371,Mesenchymal-like,485
349.44,62.985,372,CD8-T,188
442.06500000000005,65.91,373,CD3-T,593
526.5,64.155,374,Other immune,676
608.01,64.545,375,CD8-T,384
206.895,67.86000000000001,376,Keratin-positive tumor,959
261.885,65.715,377,Keratin-positive tumor,459
36.66,65.52000000000001,378,CD4-T,437
312.19500000000005,64.935,380,CD8-T,439
433.68,65.715,381,Macrophages,322
502.71000000000004,65.13,382,CD8-T,570
