x,y,label,cell_type,cell_size_pixel
98.67,14.235,2,Unidentified,409
132.015,16.38,4,Other immune,547
152.29500000000002,13.455000000000002,5,Keratin-positive tumor,133
202.02,12.48,6,Other immune,96
223.08,14.235,8,Keratin-positive tumor,229
228.735,12.870000000000001,9,Keratin-positive tumor,87
357.04499999999996,12.48,11,Unidentified,67
389.22,12.870000000000001,12,Other immune,155
436.21500000000003,14.04,13,Other immune,300
493.35,14.04,14,CD8-T,342
555.36,13.844999999999999,15,Neutrophils,188
610.5450000000001,16.77,16,Keratin-positive tumor,726
623.8050000000001,15.600000000000001,17,Keratin-positive tumor,605
173.745,13.455000000000002,18,Unidentified,222
145.07999999999998,15.21,19,Keratin-positive tumor,335
249.21,13.65,20,CD8-T,274
481.26,13.65,21,CD3-T,296
561.7950000000001,14.04,22,Macrophages,180
524.55,17.745,23,Keratin-positive tumor,949
643.11,16.38,24,Keratin-positive tumor,339
90.285,15.795000000000002,25,Other immune,416
235.365,15.405000000000001,26,Other immune,371
285.09000000000003,14.235,27,Unidentified,183
636.87,18.525000000000002,28,Keratin-positive tumor,856
581.49,15.405000000000001,29,CD8-T,467
163.995,17.16,30,Other immune,520
171.79500000000002,17.355,31,Other immune,329
354.12,17.94,34,Unidentified,511
602.355,19.305,36,Keratin-positive tumor,636
141.57,17.16,37,Keratin-positive tumor,331
459.81,18.135,38,Macrophages,175
242.775,17.745,39,Unidentified,252
263.25,18.525,40,Other immune,968
304.005,18.525000000000002,41,Other immune,429
312.975,16.185000000000002,42,Unidentified,503
443.43000000000006,18.525,43,Unidentified,316
125.97,18.915,44,Unidentified,411
249.99,20.67,46,Other immune,435
295.03499999999997,21.060000000000002,47,Unidentified,519
481.845,22.035,48,Macrophages,779
559.845,20.865000000000002,50,Macrophages,267
210.60000000000002,21.645000000000003,51,Keratin-positive tumor,267
101.595,22.62,52,Other immune,633
224.835,21.255000000000003,53,Other immune,333
378.3,21.060000000000002,54,CD8-T,875
495.495,21.645000000000003,55,Macrophages,423
286.065,22.23,57,Other immune,584
109.59,20.865000000000002,58,Unidentified,229
196.365,22.815,59,Keratin-positive tumor,445
616.0050000000001,21.450000000000003,60,Keratin-positive tumor,221
202.8,21.84,63,Other immune,168
583.05,24.96,64,Neutrophils,551
316.29,24.96,65,Unidentified,582
624.78,25.35,66,Keratin-positive tumor,695
665.925,26.13,67,Keratin-positive tumor,943
404.03999999999996,23.79,68,Other immune,298
590.0699999999999,23.79,69,Macrophages,357
412.425,23.595,70,Other immune,251
140.20499999999998,26.715000000000003,71,Keratin-positive tumor,450
237.70499999999998,23.4,72,Other immune,540
598.845,26.520000000000003,74,Macrophages,364
502.71000000000004,25.35,75,Keratin-positive tumor,148
184.86,25.935000000000002,76,Keratin-positive tumor,290
162.825,26.130000000000003,78,Other immune,491
205.335,26.130000000000003,79,Other immune,388
147.225,27.884999999999998,80,Keratin-positive tumor,440
224.25,29.25,82,Unidentified,223
366.6,27.689999999999998,83,Other immune,534
479.115,27.885000000000005,84,Other immune,491
87.165,29.445,85,Unidentified,575
129.285,26.910000000000004,86,Other immune,465
640.9649999999999,28.080000000000002,87,Neutrophils,293
439.92,29.055,88,Other immune,460
458.44500000000005,28.665,89,CD8-T,674
579.735,28.86,90,Neutrophils,139
656.76,32.370000000000005,91,Keratin-positive tumor,1005
570.7650000000001,30.810000000000002,92,Macrophages,699
232.635,29.25,93,Other immune,487
383.175,30.42,96,CD8-T,1245
96.135,31.59,97,CD8-T,494
358.8,29.445,99,CD8-T,286
619.71,31.980000000000004,100,Keratin-positive tumor,549
153.465,30.225,101,Keratin-positive tumor,214
412.425,30.225,102,Macrophages,344
591.4350000000001,32.175000000000004,103,Macrophages,421
637.845,35.1,104,Keratin-positive tumor,1298
129.285,33.540000000000006,105,Unidentified,348
162.24,32.565,106,Macrophages,402
277.28999999999996,31.395000000000003,107,CD8-T,447
681.915,33.345,108,Keratin-positive tumor,489
208.845,31.980000000000004,109,Other immune,392
182.715,33.93,110,Keratin-positive tumor,544
107.25,33.15,111,Unidentified,982
77.415,35.295,112,Keratin-positive tumor,362
508.365,33.735,113,Keratin-positive tumor,367
481.845,32.760000000000005,114,Unidentified,135
498.03000000000003,35.1,115,Macrophages,312
519.2850000000001,35.1,116,Keratin-positive tumor,375
212.55,37.83,117,Other immune,313
422.95500000000004,34.71,119,Other immune,612
435.43500000000006,34.32,120,CD8-T,532
299.90999999999997,38.805,122,Unidentified,463
22.035,38.80500000000001,123,Keratin-positive tumor,177
413.595,38.025000000000006,125,CD8-T,125
506.415,38.22,126,Macrophages,409
664.7550000000001,39.0,127,Keratin-positive tumor,348
323.505,37.245000000000005,128,Other immune,234
555.9449999999999,39.195,129,Keratin-positive tumor,633
291.72,38.805,130,Mono / Neu,270
317.07,39.0,131,Other immune,479
339.105,39.39,132,Other immune,592
191.88,39.585,133,Keratin-positive tumor,487
221.52,37.05,134,Unidentified,651
689.715,41.730000000000004,135,Keratin-positive tumor,761
616.7850000000001,38.415000000000006,136,Unidentified,242
609.375,39.39,138,Unidentified,312
168.285,39.39,140,Macrophages,416
675.48,41.925,141,Keratin-positive tumor,704
158.535,40.56,142,Keratin-positive tumor,531
442.45500000000004,39.19500000000001,143,CD8-T,170
523.185,40.755,144,Other immune,304
568.62,42.315,145,CD8-T,563
516.165,41.34,146,Unidentified,138
148.59,42.315,147,Keratin-positive tumor,695
330.135,41.535,148,Other immune,234
476.19000000000005,40.17,149,Other immune,559
122.655,43.875,150,Other immune,782
97.5,42.705,151,CD8-T,460
384.93000000000006,44.655,153,Keratin-positive tumor,340
661.2450000000001,43.68000000000001,154,Unidentified,190
682.6949999999999,42.705,155,Keratin-positive tumor,190
369.72,44.07000000000001,156,Other immune,204
616.0050000000001,44.655,157,Keratin-positive tumor,223
38.80500000000001,48.75,158,Keratin-positive tumor,952
326.03999999999996,46.800000000000004,159,Unidentified,438
378.3,45.435,160,Macrophages,326
394.485,46.995000000000005,161,Keratin-positive tumor,679
624.78,43.095,162,Macrophages,589
59.47500000000001,44.265,163,Keratin-positive tumor,416
349.05,46.410000000000004,164,Other immune,463
443.235,46.410000000000004,165,Other immune,389
93.6,48.36,166,CD8-T,551
534.885,46.605000000000004,167,Macrophages,462
610.155,47.385000000000005,168,Keratin-positive tumor,290
286.26,46.995000000000005,170,Unidentified,580
50.895,48.55500000000001,171,Keratin-positive tumor,728
195.39,47.775000000000006,172,CD8-T,318
262.86,47.97,173,Other immune,478
451.81500000000005,47.775,174,Unidentified,442
460.59000000000003,46.019999999999996,175,CD8-T,208
682.11,48.165000000000006,176,Keratin-positive tumor,122
334.62,47.97,177,Other immune,271
564.525,48.36,178,Neutrophils,334
413.40000000000003,51.480000000000004,179,Keratin-positive tumor,846
62.595,51.285000000000004,180,Keratin-positive tumor,542
274.56000000000006,47.385000000000005,181,CD8-T,356
523.77,49.14,182,Other immune,578
658.5150000000001,49.92,183,Macrophages,658
133.77,51.675,184,Other immune,662
463.515,51.480000000000004,185,Other immune,161
33.150000000000006,54.99,187,Keratin-positive tumor,1049
311.415,50.505,188,Other immune,567
382.785,50.505,189,Keratin-positive tumor,230
432.51,50.7,190,Unidentified,222
579.9300000000001,50.7,192,Keratin-positive tumor,307
203.775,52.650000000000006,193,Other immune,627
684.645,52.065,194,Keratin-positive tumor,519
178.62,52.845,195,Macrophages,281
110.565,53.235,196,Unidentified,524
647.4000000000001,52.650000000000006,198,Macrophages,662
695.76,52.260000000000005,199,Keratin-positive tumor,813
14.625,55.185,201,CD8-T,386
371.865,58.11,202,CD8-T,927
174.135,51.870000000000005,203,Macrophages,81
551.655,54.21,204,Other immune,390
48.945,54.795,205,Keratin-positive tumor,184
252.72,52.845,206,DC / Mono,193
291.525,56.745000000000005,207,Unidentified,441
155.22,55.38,208,Macrophages,375
352.17,53.040000000000006,209,Other immune,239
359.58000000000004,55.185,210,Other immune,275
216.06,54.015,211,Unidentified,334
171.21,57.525000000000006,212,CD8-T,661
268.125,56.160000000000004,213,Unidentified,347
99.64500000000001,56.940000000000005,214,Unidentified,383
253.11,60.254999999999995,215,Other immune,340
523.965,58.69500000000001,216,Macrophages,716
544.05,57.33,217,Other immune,304
197.73000000000002,57.915000000000006,218,Macrophages,466
161.07,57.33,220,CD8-T,478
246.87,57.525000000000006,221,CD8-T,299
581.8800000000001,58.11,222,Keratin-positive tumor,345
148.2,57.915000000000006,223,Other immune,350
452.01,57.915000000000006,224,Other immune,75
456.495,58.5,225,Macrophages,226
212.55,59.085,226,Mono / Neu,448
573.69,59.28,227,Keratin-positive tumor,590
366.405,59.47500000000001,228,Keratin-positive tumor,346
387.855,60.255,230,Keratin-positive tumor,139
623.22,60.06,231,Keratin-positive tumor,455
537.4200000000001,61.035,232,Neutrophils,744
47.385000000000005,63.18000000000001,234,Keratin-positive tumor,745
234.97500000000002,60.64500000000001,235,Other immune,333
300.495,60.84,236,Other immune,367
129.09,60.84,237,Other immune,353
353.14500000000004,60.84,238,Other immune,387
464.88,61.815,240,Other immune,501
564.72,61.815,243,Keratin-positive tumor,352
691.08,63.765,244,Keratin-positive tumor,870
95.745,61.230000000000004,245,Unidentified,411
121.68,61.815,246,Unidentified,357
413.01,62.985,247,Keratin-positive tumor,606
450.06,61.035000000000004,248,Unidentified,197
552.825,64.35,250,Macrophages,679
680.55,63.375,251,Keratin-positive tumor,506
105.30000000000001,63.375,252,Macrophages,479
673.9200000000001,65.52000000000001,253,Keratin-positive tumor,810
328.38,62.985,254,Unidentified,441
344.76,62.595,255,CD8-T,228
38.22,63.96,256,Keratin-positive tumor,316
286.26,62.985,257,Unidentified,406
25.935000000000002,64.35,258,Keratin-positive tumor,338
64.74000000000001,62.4,261,Unidentified,234
312.975,65.13,262,Other immune,283
18.915,65.325,263,Keratin-positive tumor,517
59.08500000000001,63.57,265,Unidentified,277
155.025,64.155,266,Other immune,287
181.35000000000002,65.52000000000001,267,Macrophages,1098
77.22,63.375,268,Unidentified,969
716.4300000000001,64.545,269,Keratin-positive tumor,120
596.5050000000001,64.155,270,Keratin-positive tumor,555
217.425,65.91,271,Other immune,270
632.97,66.105,272,Keratin-positive tumor,623
265.59000000000003,66.105,273,Macrophages,743
294.45000000000005,66.495,274,Macrophages,401
305.565,68.64,275,Mono / Neu,601
394.29,65.91,279,Keratin-positive tumor,232
570.1800000000001,68.64,280,Keratin-positive tumor,635
603.915,65.13,281,Keratin-positive tumor,545
146.25,69.225,282,B,903
426.855,69.03,283,Keratin-positive tumor,653
36.66,68.44500000000001,284,Keratin-positive tumor,292
123.435,68.25,285,CD8-T,131
210.405,67.86,286,Other immune,423
398.58000000000004,67.86000000000001,287,Keratin-positive tumor,755
495.69,67.275,288,Unidentified,170
32.175,71.955,289,Keratin-positive tumor,942
247.26,70.39500000000001,290,CD8-T,553
545.415,67.86,291,Macrophages,248
103.35,70.39500000000001,292,Mono / Neu,125
533.52,69.42,293,Neutrophils,380
257.79,69.61500000000001,294,Macrophages,201
622.245,71.175,295,Keratin-positive tumor,818
118.17000000000002,68.64,296,Other immune,342
96.72,71.955,297,Unidentified,527
224.055,71.37,298,Other immune,390
455.52,70.2,300,Endothelial,590
578.76,72.735,301,Keratin-positive tumor,346
137.865,72.53999999999999,302,B,339
186.42000000000002,73.515,303,Other immune,304
424.71000000000004,76.05000000000001,304,Keratin-positive tumor,1038
409.69500000000005,75.855,305,Keratin-positive tumor,567
473.46000000000004,77.22,306,Macrophages,910
548.73,75.66,307,Macrophages,717
567.84,75.27000000000001,308,Keratin-positive tumor,525
683.28,75.075,309,Keratin-positive tumor,973
542.2950000000001,72.73500000000001,311,Macrophages,116
162.24,74.685,312,Other immune,206
383.37,74.88,313,Keratin-positive tumor,321
508.365,74.685,314,Unidentified,332
222.10500000000002,77.415,315,Macrophages,567
374.595,76.05000000000001,316,Keratin-positive tumor,589
534.4950000000001,76.05000000000001,317,Macrophages,183
339.495,76.245,318,Unidentified,378
117.0,76.05000000000001,319,Macrophages,385
519.8700000000001,76.05000000000001,320,Macrophages,430
717.0150000000001,75.855,321,Macrophages,318
730.2750000000001,75.465,322,Keratin-positive tumor,423
241.215,75.855,323,Macrophages,596
529.0350000000001,76.83000000000001,324,Macrophages,405
197.34,78.0,325,Other immune,412
724.815,78.195,326,Keratin-positive tumor,586
101.98500000000001,78.58500000000001,327,Other immune,140
129.28500000000003,80.145,328,CD8-T,421
353.145,77.025,329,Keratin-positive tumor,430
402.09000000000003,81.12,330,Keratin-positive tumor,554
558.09,78.975,331,Unidentified,215
284.115,78.78,332,Keratin-positive tumor,376
169.065,78.58500000000001,333,CD8-T,576
275.34000000000003,79.56,334,Macrophages,320
409.5,80.535,335,Keratin-positive tumor,121
97.11000000000001,80.535,338,Other immune,236
584.8050000000001,82.28999999999999,339,Macrophages,702
395.46000000000004,83.07,340,Keratin-positive tumor,142
508.365,84.825,342,Other immune,562
524.16,81.9,343,Macrophages,154
677.2350000000001,80.73,344,Keratin-positive tumor,185
257.595,85.215,345,Keratin-positive tumor,823
294.255,82.875,346,Other immune,313
473.265,83.07,347,Other immune,181
538.2,83.07,348,Other immune,224
18.33,83.85,349,Keratin-positive tumor,599
88.92,82.68,350,Macrophages,366
240.825,83.655,351,Macrophages,199
302.64,83.07,352,Macrophages,300
122.85000000000001,85.605,354,Unidentified,747
546.39,83.07,356,Mono / Neu,265
29.835,85.995,357,Keratin-positive tumor,729
596.7,83.46000000000001,358,Keratin-positive tumor,190
688.35,85.215,359,Keratin-positive tumor,739
48.555,86.19,360,CD8-T,546
247.845,84.435,361,Macrophages,285
39.0,86.385,362,Keratin-positive tumor,482
202.02,86.19,363,Keratin-positive tumor,195
12.675,85.02000000000001,364,Keratin-positive tumor,96
108.22500000000001,85.41,365,Unidentified,336
171.99,88.33500000000001,366,Macrophages,795
285.87,86.97,367,Keratin-positive tumor,701
370.89,86.58000000000001,368,Keratin-positive tumor,166
531.96,88.33500000000001,369,Unidentified,685
702.975,85.80000000000001,370,Other immune,148
313.17,86.19,371,CD8-T,366
437.77500000000003,86.58000000000001,372,Keratin-positive tumor,810
82.875,86.97,373,Macrophages,184
678.99,88.33500000000001,375,Keratin-positive tumor,347
233.22000000000003,87.555,376,Mono / Neu,177
564.135,86.58000000000001,378,DC / Mono,186
482.04,87.945,379,Macrophages,305
149.565,87.555,380,CD8-T,344
386.295,89.11500000000001,381,Keratin-positive tumor,937
412.425,89.7,382,Keratin-positive tumor,792
137.865,90.67500000000001,383,Macrophages,583
161.65500000000003,88.92,384,Macrophages,332
297.375,89.505,385,Macrophages,229
227.76,89.31,386,CD8-T,282
623.415,88.92,387,Keratin-positive tumor,122
218.985,90.285,388,Keratin-positive tumor,555
570.7650000000001,89.11500000000001,389,CD8-T,319
741.3900000000001,91.065,390,Unidentified,500
563.1600000000001,91.26,391,DC / Mono,176
327.405,90.675,393,CD8-T,543
471.70500000000004,91.455,394,Macrophages,580
521.235,92.03999999999999,395,Other immune,345
282.36,94.38,397,Keratin-positive tumor,540
506.61,92.235,398,CD3-T,164
602.55,90.09,399,Keratin-positive tumor,350
337.93500000000006,92.235,400,Other immune,324
236.925,93.405,401,CD8-T,530
275.145,92.625,403,Keratin-positive tumor,187
100.425,94.575,404,Macrophages,483
305.76,93.21000000000001,405,Macrophages,334
431.34000000000003,96.135,406,Keratin-positive tumor,1041
134.745,94.77000000000001,407,Keratin-positive tumor,459
400.92,93.6,408,Keratin-positive tumor,164
489.06000000000006,93.21000000000001,410,Other immune,96
580.125,95.16,412,CD8-T,372
611.1300000000001,93.99000000000001,413,Macrophages,366
711.165,93.21000000000001,414,Keratin-positive tumor,131
405.6,94.185,415,Keratin-positive tumor,192
691.665,95.355,416,Macrophages,913
749.97,96.525,417,Unidentified,837
646.23,97.5,418,Keratin-positive tumor,915
35.1,95.94,420,Keratin-positive tumor,374
118.75500000000001,95.94,421,CD8-T,237
365.82000000000005,96.525,422,CD4-T,415
389.61,98.86500000000001,423,Keratin-positive tumor,728
621.27,96.72,425,Keratin-positive tumor,485
485.355,94.77000000000001,427,Macrophages,517
670.8000000000001,99.06,430,Keratin-positive tumor,688
63.375,98.67000000000002,432,Unidentified,417
149.37,96.915,433,Keratin-positive tumor,367
718.77,97.5,434,Keratin-positive tumor,404
83.46000000000001,96.135,435,CD8-T,282
206.115,96.915,436,Keratin-positive tumor,902
526.5,97.305,437,Other immune,241
109.98,97.89000000000001,438,Other immune,461
441.67500000000007,100.42500000000001,439,Keratin-positive tumor,635
381.42,99.06,440,Keratin-positive tumor,349
517.335,99.84,441,Unidentified,470
658.905,99.45000000000002,442,Keratin-positive tumor,630
477.36,99.255,443,Macrophages,245
222.495,101.4,446,Macrophages,646
551.655,99.64500000000001,447,Unidentified,373
95.16,99.45,448,CD8-T,199
