x,y,label,cell_type,cell_size_pixel
69.22500000000001,13.260000000000002,2,Keratin-positive tumor,177
119.14500000000001,13.260000000000002,3,CD8-T,108
137.085,13.260000000000002,4,CD8-T,154
153.85500000000002,13.844999999999999,5,CD3-T,263
168.09,12.285,6,CD4-T,55
191.49,15.015,7,Keratin-positive tumor,451
202.41000000000003,12.675,8,CD4-T,118
209.625,12.870000000000001,9,CD8-T,73
232.82999999999998,13.65,10,CD4-T,127
248.625,13.065000000000001,11,CD4-T,177
262.08000000000004,13.065000000000001,12,CD8-T,93
266.76,13.455000000000002,13,CD3-T,100
271.83000000000004,14.43,14,CD8-T,298
286.65,13.844999999999999,15,CD4-T,273
295.23,12.09,16,DC,78
310.05,13.260000000000002,17,CD4-T,173
316.29,13.65,18,CD8-T,133
329.55,13.844999999999999,19,CD8-T,162
339.69000000000005,13.455000000000002,20,CD4-T,103
370.305,12.48,21,Keratin-positive tumor,94
378.69000000000005,14.235,22,Keratin-positive tumor,387
388.83000000000004,13.844999999999999,23,CD4-T,192
398.97,14.04,24,CD4-T,259
425.1,14.43,25,CD8-T,207
438.94500000000005,13.260000000000002,26,CD4-T,232
463.125,13.065000000000001,27,B,207
477.75,14.625,28,B,329
487.11,13.65,29,B,178
496.08000000000004,11.895,30,B,67
509.535,13.065000000000001,31,B,116
528.255,15.795000000000002,32,Keratin-positive tumor,485
536.4449999999999,15.405000000000001,33,Keratin-positive tumor,244
556.725,13.844999999999999,34,Keratin-positive tumor,250
564.915,13.65,35,Keratin-positive tumor,164
578.37,12.48,36,Keratin-positive tumor,88
592.605,13.844999999999999,37,Keratin-positive tumor,408
629.655,16.575,38,Keratin-positive tumor,493
637.065,15.405000000000001,39,Keratin-positive tumor,282
641.7450000000001,13.844999999999999,40,Keratin-positive tumor,154
657.54,12.48,41,CD4-T,64
668.655,13.260000000000002,42,CD8-T,194
676.845,13.260000000000002,43,CD8-T,169
686.595,14.82,44,CD4-T,449
694.98,12.285,45,NK,66
707.655,13.455000000000002,46,Neutrophils,161
240.825,14.82,47,CD8-T,381
348.27,14.235,48,CD8-T,398
503.88,15.21,49,B,283
549.12,16.185000000000002,50,Keratin-positive tumor,372
256.23,13.455000000000002,51,CD8-T,132
279.435,14.625,52,DC,227
451.62,14.43,53,CD8-T,369
470.73,14.625,54,B,196
723.255,14.82,55,CD4-T,337
125.58000000000001,14.235,56,CD8-T,238
301.665,15.21,57,CD8-T,280
619.71,15.405000000000001,58,Keratin-positive tumor,543
650.52,14.82,59,Keratin-positive tumor,405
113.685,17.16,60,CD8-T,603
144.885,14.235,61,CD8-T,241
164.775,14.04,62,CD8-T,237
227.565,15.990000000000002,63,CD8-T,439
430.56,14.625,64,CD4-T,310
514.605,16.185000000000002,65,B,489
608.205,14.82,66,Keratin-positive tumor,334
661.05,14.43,67,CD4-T,251
408.525,14.625,69,CD4-T,298
494.91,16.965,70,B,550
542.685,18.915,71,Keratin-positive tumor,893
