x,y,label,cell_type,cell_size_pixel
59.085,13.844999999999999,2,Other immune,391
73.32,12.675,3,DC,147
90.67500000000001,12.675,4,Other immune,80
119.535,13.065000000000001,5,Macrophages,140
139.815,13.065000000000001,6,Other immune,171
148.005,15.405000000000001,7,B,314
200.07,14.235,8,CD3-T,476
214.89000000000001,18.135,9,Other immune,925
223.66500000000002,13.455000000000002,10,Other immune,201
231.85500000000002,15.600000000000001,11,DC,399
246.87,12.285,12,DC,52
263.64,13.844999999999999,13,DC,276
274.95000000000005,13.260000000000002,14,Keratin-positive tumor,193
300.495,12.870000000000001,15,Mesenchymal-like,119
310.05,15.21,16,B,400
330.915,13.455000000000002,17,Endothelial,147
337.35,14.235,18,B,174
348.07500000000005,13.65,19,DC,198
376.74,13.844999999999999,20,Mesenchymal-like,268
400.53,13.455000000000002,21,Mesenchymal-like,171
416.32500000000005,14.625,22,DC,383
424.71000000000004,12.285,23,DC,74
440.70000000000005,15.21,24,DC,617
451.23,12.675,25,DC,111
462.93,11.895,26,DC,62
472.29,14.235,27,DC,379
498.81000000000006,15.015,28,DC,489
512.85,14.04,29,DC,283
549.315,14.43,30,B,303
577.005,14.625,31,B,288
587.3399999999999,13.844999999999999,32,DC,278
618.345,14.82,33,DC,370
638.625,14.04,34,DC,412
659.49,14.04,35,DC,202
667.29,15.600000000000001,36,DC,436
127.33500000000001,14.04,37,Other immune,170
178.23000000000002,15.015,38,CD4-T,383
111.735,15.990000000000002,39,B,626
132.405,16.575,40,B,475
626.925,14.82,42,DC,358
601.38,15.21,43,DC,547
83.85,14.82,45,B,406
286.26,14.04,47,DC,180
296.79,19.5,48,DC,926
563.55,17.16,49,B,508
101.205,16.38,50,B,464
241.995,16.965,51,DC,566
253.11,17.745,52,B,659
281.385,15.015,53,CD3-T,299
303.225,16.77,54,B,210
342.03000000000003,15.21,55,DC,217
430.17,16.185000000000002,57,DC,468
540.9300000000001,15.600000000000001,58,Other immune,347
571.74,16.965,59,Other immune,506
723.0600000000001,17.355,60,Endothelial,703
123.24000000000001,17.16,61,CD3-T,240
484.18500000000006,16.575,62,DC,609
44.85,15.795000000000002,63,Mesenchymal-like,382
321.555,18.720000000000002,65,DC,915
519.09,18.33,66,DC,1004
94.77000000000001,16.770000000000003,67,B,458
463.71000000000004,15.795000000000002,68,DC,111
465.46500000000003,14.43,69,DC,50
186.615,18.72,71,Other immune,644
75.27000000000001,16.965,72,B,320
554.7750000000001,17.355,74,B,640
699.075,17.16,75,Mesenchymal-like,335
53.625,18.915,78,B,436
581.6850000000001,18.72,79,DC,451
142.155,20.28,81,B,461
263.25,18.915,82,B,272
275.145,19.11,83,DC,202
506.22,17.16,84,DC,359
729.885,19.11,85,DC,285
157.365,18.33,86,Unidentified,261
202.8,19.89,87,CD3-T,307
449.865,18.915,88,DC,404
594.5550000000001,19.695,89,DC,684
227.175,21.645000000000003,90,Other immune,715
534.105,20.475,92,B,552
66.69,19.89,93,B,635
476.58000000000004,20.28,94,DC,328
