CD8-T,Other immune,DC / Mono,CD3-T,B,NK,Kreatin-positive tumor,Tumor,CD4-T,Mesenchymal-like,Macrophages,Endothelial,Tregs,Unidentified,DC,Mono / Neu,Neutrophils,site_ID,patient_ID
22,0,0,0,0,0,228,3,4,0,25,0,5,0,0,9,12,1001,11
17,0,4,1,0,0,131,0,11,0,34,0,8,0,0,3,9,1002,11
6,0,0,2,0,1,171,5,8,3,46,0,9,0,0,5,5,1003,11
10,0,0,0,0,0,232,2,0,0,33,0,4,0,0,4,5,1004,11
11,1,1,2,0,0,165,7,2,0,22,0,5,0,0,11,6,1005,11
10,2,0,0,0,0,196,5,1,2,25,1,12,0,0,6,3,1006,11
19,2,0,3,0,0,151,5,13,4,42,1,15,0,0,14,10,1007,11
25,3,0,3,0,0,160,18,11,3,22,0,8,0,0,15,12,1008,11
10,2,2,0,0,0,128,2,9,3,34,1,6,0,0,13,17,1009,11
6,0,0,0,0,0,194,2,8,1,33,3,7,0,0,3,11,1010,11
9,0,0,0,0,0,204,3,5,1,18,3,7,0,0,7,10,1011,11
17,0,0,0,0,0,178,1,5,0,26,0,7,0,0,8,33,1012,11
10,0,0,0,0,0,218,3,2,0,21,0,5,0,0,6,3,1013,11
15,1,0,4,0,0,126,25,12,2,57,2,6,1,0,19,20,1014,11
7,0,0,0,0,0,145,0,5,1,35,1,7,0,0,13,16,1015,11
8,0,0,2,0,1,177,5,7,3,47,0,8,0,0,6,3,1016,11
27,1,1,1,0,0,163,5,2,0,25,0,9,0,0,12,7,1017,11
9,0,0,1,0,0,214,4,3,0,38,0,2,0,0,8,9,1018,11
21,0,0,2,0,0,176,3,6,1,29,1,5,0,0,14,30,1019,11
8,0,0,0,0,0,239,2,2,1,32,2,4,0,0,5,5,1020,11
7,0,0,1,0,0,186,2,6,2,40,0,11,0,0,8,1,1021,11
12,1,3,1,0,0,163,0,9,3,24,0,5,0,0,1,5,1022,11
21,0,1,1,0,0,180,15,2,1,40,0,8,0,0,17,25,1023,11
9,0,0,0,0,0,237,1,1,0,36,0,4,0,0,6,2,1024,11
19,2,0,3,1,0,161,13,4,1,28,0,8,0,0,17,7,1025,11
16,1,0,4,0,0,173,13,7,4,37,2,5,0,0,19,22,1026,11
5,1,0,0,0,0,141,2,5,1,26,0,8,0,0,10,16,1027,11
14,0,3,1,0,0,130,0,12,1,43,0,6,0,0,5,11,1028,11
29,2,0,3,1,0,130,24,9,1,63,1,6,1,0,16,11,1029,11
23,2,0,3,1,0,142,24,2,0,51,0,4,0,0,15,2,1030,11
23,0,0,1,0,0,189,4,2,0,40,0,6,0,0,14,34,1031,11
15,1,0,1,1,0,206,5,5,0,28,0,4,0,0,12,6,1032,11
19,1,1,4,0,0,114,25,11,4,46,2,2,0,0,20,8,1033,11
8,0,0,0,0,0,234,3,0,0,29,0,4,0,0,4,1,1034,11
20,0,2,0,0,0,190,1,7,0,26,0,7,0,0,8,18,1035,11
6,0,0,1,0,1,179,3,4,1,28,0,6,0,0,5,8,1036,11
13,1,1,2,0,0,163,7,2,0,23,0,5,0,0,11,6,1037,11
15,0,0,2,0,0,173,16,3,2,51,1,3,0,0,14,15,1038,11
10,0,0,0,0,0,163,1,6,0,36,2,2,0,0,10,18,1039,11
13,0,1,2,0,0,175,31,2,1,26,1,9,0,0,11,16,1040,11
21,0,0,1,0,0,176,7,5,1,48,0,3,0,0,16,15,1041,11
6,0,0,1,0,0,195,4,3,2,32,1,12,0,0,8,1,1042,11
22,0,0,0,0,0,182,3,3,0,24,0,7,0,0,10,34,1043,11
6,0,0,1,0,1,182,3,6,1,30,0,5,0,0,6,13,1044,11
16,1,1,4,0,0,175,17,9,2,33,3,4,0,0,17,22,1045,11
12,1,3,2,0,0,162,0,9,3,25,0,5,0,0,2,5,1046,11
13,1,1,1,0,0,159,29,8,2,31,1,11,1,0,17,20,1047,11
13,1,2,1,0,0,136,1,17,0,39,0,5,0,0,5,11,1048,11
14,2,0,1,0,0,138,30,2,2,45,3,3,1,0,20,3,1049,11
27,3,0,3,0,0,156,28,6,0,20,0,13,1,0,11,8,1050,11
5,0,0,0,0,0,189,1,8,1,33,4,3,0,0,4,13,1051,11
19,2,0,2,1,0,147,16,8,2,67,1,6,1,0,15,10,1052,11
14,1,0,1,1,0,204,4,4,0,27,0,3,0,0,12,6,1053,11
19,0,0,3,0,1,147,5,11,4,41,1,11,0,0,10,10,1054,11
8,0,0,0,0,0,231,3,0,0,29,0,4,0,0,4,1,1055,11
17,0,0,1,0,0,184,3,7,1,17,1,8,0,0,5,11,1056,11
16,0,0,1,0,0,198,3,6,0,37,1,6,0,0,11,13,1057,11
18,0,0,0,0,0,196,1,5,0,30,0,4,0,0,8,23,1058,11
21,0,0,2,0,0,168,4,5,1,31,0,8,0,0,12,37,1059,11
26,1,3,2,0,0,183,1,19,0,22,0,10,0,0,7,14,1060,11
7,0,0,0,0,0,233,1,1,1,32,3,5,0,0,4,6,1061,11
6,0,0,2,0,1,167,5,9,3,44,0,9,0,0,5,4,1062,11
17,0,0,0,0,0,177,4,7,0,23,0,4,0,0,12,32,1063,11
24,0,0,1,0,0,188,6,2,0,42,0,5,0,0,14,29,1064,11
12,0,1,2,0,0,168,6,2,0,22,0,7,0,0,11,4,1065,11
14,0,0,1,0,0,211,2,6,1,29,2,6,0,0,9,10,1066,11
15,1,0,0,1,0,155,11,5,2,59,1,2,0,0,15,15,1067,11
17,0,4,1,0,0,137,0,11,0,28,0,8,0,0,1,6,1068,11
30,3,0,4,0,0,162,26,6,0,15,0,13,0,0,12,8,1069,11
7,0,0,0,0,0,181,1,6,1,26,3,6,0,0,5,14,1070,11
22,0,0,0,0,0,232,4,4,0,26,0,3,0,0,8,13,1071,11
5,0,0,0,0,0,235,2,1,0,27,0,4,0,0,6,2,1072,11
13,0,4,1,0,0,162,2,8,0,23,0,3,0,0,8,28,1073,11
23,0,0,1,0,0,168,3,4,0,31,0,7,0,0,10,32,1074,11
23,1,3,3,0,0,171,1,20,0,29,0,9,0,0,9,13,1075,11
29,3,0,3,0,0,195,19,3,1,16,0,8,0,0,10,7,1076,11
12,0,1,2,0,0,175,26,1,2,39,0,6,0,0,17,14,1077,11
17,1,0,1,1,0,203,5,4,1,38,0,3,0,0,13,4,1078,11
17,0,0,0,0,0,185,3,4,0,23,0,7,0,0,11,36,1079,11
21,0,0,1,0,0,186,6,3,0,44,0,5,0,0,14,18,1080,11
16,0,1,2,0,0,170,32,2,1,23,2,8,0,0,12,18,1081,11
19,2,0,0,0,0,178,5,0,1,21,1,12,0,0,4,5,1082,11
18,0,0,1,0,0,187,9,3,1,47,0,4,0,0,15,15,1083,11
9,0,0,0,0,0,189,1,6,1,22,3,8,0,0,5,14,1084,11
25,1,5,3,0,0,153,0,20,0,31,0,10,0,0,6,5,1085,11
6,0,0,0,0,0,187,1,7,1,32,3,5,0,0,5,12,1086,11
21,1,4,2,0,0,152,0,21,0,34,0,12,0,0,2,6,1087,11
15,1,0,1,0,0,185,6,5,2,26,1,7,0,0,12,16,1088,11
6,0,0,0,0,0,177,1,7,1,27,4,4,0,0,6,16,1089,11
7,0,0,0,0,0,192,2,6,1,33,3,7,0,0,3,11,1090,11
11,0,0,1,0,0,202,6,4,0,39,0,2,0,0,9,13,1091,11
16,1,2,1,0,0,136,1,17,0,41,0,8,0,0,4,11,1092,11
11,1,1,2,0,0,155,7,3,2,31,0,3,0,0,13,8,1093,11
20,1,0,2,0,0,147,24,2,0,51,0,3,0,0,15,3,1094,11
22,2,0,0,0,0,188,7,0,1,20,1,13,0,0,6,5,1095,11
19,1,0,1,0,0,195,2,9,0,17,0,9,0,0,6,9,1096,11
15,1,0,1,1,0,189,9,4,1,42,0,3,0,0,10,10,1097,11
16,0,0,1,0,0,207,4,6,0,27,1,5,0,0,12,5,1098,11
14,0,1,2,0,0,169,30,2,2,27,4,10,0,0,14,17,1099,11
16,0,0,0,0,0,147,12,4,2,64,1,2,0,0,14,16,1100,11
28,0,8,2,6,1,190,0,26,0,56,0,12,0,0,0,6,1101,12
27,0,10,2,2,0,186,0,20,0,91,0,11,0,0,0,10,1102,12
45,0,13,1,12,1,176,0,48,1,54,0,15,0,0,1,13,1103,12
26,0,15,4,2,0,165,0,29,0,94,0,17,0,0,0,13,1104,12
30,0,10,5,2,0,175,0,37,0,70,0,18,0,0,0,14,1105,12
50,4,13,1,4,1,194,0,10,0,51,0,5,0,0,0,13,1106,12
20,3,14,2,9,0,215,0,36,0,37,1,13,0,0,0,5,1107,12
34,6,10,0,2,1,197,0,33,0,73,0,22,0,0,3,0,1108,12
42,2,18,1,5,2,206,0,45,0,48,0,18,0,0,0,18,1109,12
24,1,11,1,0,0,164,0,21,1,114,2,16,0,0,1,1,1110,12
29,0,10,1,0,1,152,0,31,1,110,0,21,0,0,1,8,1111,12
34,3,9,3,0,0,153,0,27,0,103,0,15,0,0,3,5,1112,12
32,2,8,3,0,0,159,0,24,0,101,0,18,0,0,2,5,1113,12
28,2,9,3,1,0,237,0,20,1,43,0,9,0,0,0,2,1114,12
64,0,13,6,1,0,154,0,59,0,73,0,26,0,0,0,10,1115,12
25,5,8,0,2,2,196,0,23,0,95,0,14,0,0,1,0,1116,12
60,5,20,7,11,1,136,0,30,0,61,0,15,0,0,0,21,1117,12
56,2,22,2,19,1,147,0,71,1,55,1,14,0,0,2,16,1118,12
12,2,7,1,7,0,230,0,20,0,35,0,15,0,0,0,5,1119,12
26,1,8,2,1,0,172,0,27,0,104,0,15,0,0,3,1,1120,12
30,1,10,0,1,0,156,0,24,0,114,2,16,0,0,1,1,1121,12
28,0,21,4,1,0,160,0,30,0,95,0,16,0,0,0,16,1122,12
48,1,19,2,16,2,169,0,61,1,54,0,14,0,0,2,14,1123,12
30,2,18,4,3,0,207,0,27,1,44,0,10,0,0,0,8,1124,12
26,0,15,4,2,0,164,0,26,0,94,0,18,0,0,0,13,1125,12
28,3,5,1,0,3,170,0,21,0,119,0,8,0,0,2,1,1126,12
27,1,5,2,0,1,181,0,17,0,108,0,9,0,0,4,7,1127,12
30,5,15,4,4,0,190,0,29,1,46,0,9,0,0,0,7,1128,12
31,0,10,2,6,0,202,0,14,0,50,0,15,0,0,0,4,1129,12
38,3,6,2,3,0,153,0,23,0,81,0,11,0,0,4,8,1130,12
30,3,4,1,1,1,203,0,10,2,80,0,8,0,0,3,10,1131,12
27,2,4,0,1,3,203,0,12,0,99,0,6,0,0,2,0,1132,12
23,1,7,2,1,1,176,0,22,0,109,2,15,0,0,2,3,1133,12
23,0,8,2,6,1,184,0,18,0,66,0,13,0,0,0,5,1134,12
30,3,17,2,5,0,173,0,37,2,66,1,12,0,0,1,2,1135,12
35,5,6,1,1,1,242,0,23,0,51,0,15,0,0,1,1,1136,12
38,2,5,0,2,0,174,0,16,0,70,0,10,0,0,4,11,1137,12
36,1,5,0,1,0,179,0,12,0,65,0,10,0,0,3,13,1138,12
26,0,6,1,3,2,197,0,10,2,81,0,8,0,0,1,6,1139,12
26,0,5,1,5,1,181,0,12,0,74,0,12,0,0,0,9,1140,12
31,1,8,1,2,1,233,0,26,1,45,1,17,0,0,0,1,1141,12
47,4,28,3,6,0,171,1,48,1,50,0,10,0,0,0,9,1142,12
30,1,16,4,0,0,167,0,29,0,89,0,17,0,0,3,10,1143,12
28,1,6,0,1,1,210,0,21,1,51,1,19,0,0,3,2,1144,12
46,8,34,5,16,0,125,0,50,2,77,0,14,0,0,1,5,1145,12
36,2,8,3,1,1,224,0,21,1,53,0,10,0,0,0,0,1146,12
23,0,8,2,2,0,175,0,21,0,86,0,20,0,0,0,10,1147,12
23,1,11,0,1,1,160,0,21,0,114,2,14,0,0,1,1,1148,12
23,0,6,1,5,2,179,0,12,1,86,0,12,0,0,0,10,1149,12
33,2,14,3,1,0,216,0,27,1,28,0,8,0,0,0,6,1150,12
44,5,10,2,6,3,176,0,11,0,63,0,4,0,0,0,12,1151,12
36,2,16,1,9,1,192,0,33,0,42,0,17,0,0,0,21,1152,12
25,0,11,2,2,0,198,0,19,0,82,0,11,0,0,0,7,1153,12
27,3,9,2,1,3,177,0,26,0,105,0,11,0,0,2,3,1154,12
29,4,7,2,1,0,190,0,20,0,82,0,15,0,0,1,5,1155,12
37,0,4,4,2,1,168,0,33,0,74,0,15,0,0,0,7,1156,12
40,2,6,2,0,0,219,0,19,0,64,0,14,0,0,0,1,1157,12
26,0,12,2,0,0,188,0,20,0,87,0,13,0,0,2,15,1158,12
29,2,5,2,1,0,169,0,27,0,93,0,17,0,0,3,5,1159,12
32,0,15,5,4,0,188,0,33,0,73,0,15,0,0,0,9,1160,12
27,0,5,2,5,0,199,0,14,0,55,0,16,0,0,0,6,1161,12
43,5,30,3,7,0,166,1,52,1,57,0,9,0,0,0,7,1162,12
28,1,5,2,0,1,184,0,21,0,113,0,9,0,0,3,4,1163,12
23,2,3,1,0,3,193,0,16,0,110,0,9,0,0,2,1,1164,12
24,1,8,2,0,1,181,0,19,0,104,0,8,0,0,3,8,1165,12
30,4,7,0,2,1,203,0,33,0,68,0,21,0,0,2,0,1166,12
24,2,13,2,0,0,228,0,20,0,24,0,9,0,0,0,3,1167,12
39,4,8,1,3,2,192,0,9,0,58,0,5,0,0,1,9,1168,12
27,1,3,1,0,1,195,0,16,0,109,0,8,0,0,4,1,1169,12
39,1,9,1,1,0,167,0,22,0,102,0,14,0,0,0,14,1170,12
23,0,7,2,7,1,190,0,15,0,63,0,14,0,0,0,4,1171,12
21,0,10,1,0,1,154,0,28,0,102,0,16,0,0,1,7,1172,12
22,0,4,1,4,0,220,0,21,0,60,0,16,0,0,0,6,1173,12
68,3,35,1,23,1,123,0,92,1,65,1,18,0,0,1,13,1174,12
28,6,7,0,1,2,192,0,25,0,90,0,19,0,0,2,0,1175,12
22,0,9,2,2,0,197,0,19,0,83,0,12,0,0,0,9,1176,12
28,1,9,1,4,1,224,0,21,2,46,1,17,0,0,0,2,1177,12
35,6,10,2,1,0,182,0,31,0,78,0,16,0,0,2,3,1178,12
26,3,7,0,1,3,204,0,15,0,106,0,8,0,0,1,1,1179,12
35,1,9,0,1,0,180,0,22,0,94,0,12,0,0,0,8,1180,12
37,1,9,2,1,0,167,0,23,0,101,0,12,0,0,0,14,1181,12
35,0,12,1,12,1,192,0,35,0,50,0,19,0,0,0,18,1182,12
26,1,10,0,1,0,160,0,22,0,116,2,16,0,0,1,1,1183,12
12,1,5,1,0,0,245,0,17,0,29,0,16,0,0,0,7,1184,12
30,0,4,4,2,1,173,0,31,0,68,0,15,0,0,0,8,1185,12
49,1,13,1,4,1,185,0,8,0,50,0,9,0,0,0,10,1186,12
23,0,4,1,2,1,158,0,12,2,106,0,8,0,0,3,9,1187,12
39,2,7,1,0,0,221,0,18,0,70,0,10,0,0,0,1,1188,12
28,0,19,5,0,0,158,0,27,0,95,0,16,0,0,1,15,1189,12
47,7,33,4,8,0,132,0,65,1,72,1,14,0,0,1,5,1190,12
26,7,7,2,1,2,189,0,23,0,95,0,14,0,0,2,2,1191,12
34,0,14,3,0,0,142,0,31,0,112,0,15,0,0,3,8,1192,12
99,2,33,6,18,0,126,0,104,0,62,0,24,0,0,1,14,1193,12
25,0,18,4,2,0,161,0,33,0,94,0,18,0,0,0,15,1194,12
72,1,19,4,6,2,167,0,69,0,41,0,24,0,0,0,8,1195,12
109,1,34,5,11,2,86,0,110,0,72,0,27,0,0,0,20,1196,12
33,1,6,0,1,1,220,0,20,0,50,1,19,0,0,3,0,1197,12
29,0,18,3,0,0,135,0,30,0,112,0,18,0,0,2,12,1198,12
39,3,7,0,2,0,173,0,18,0,77,0,11,0,0,5,10,1199,12
41,1,10,2,5,1,207,0,30,0,49,0,18,0,0,0,3,1200,12
53,16,11,14,16,3,112,2,11,7,52,4,11,1,0,2,2,1201,13
125,5,14,16,10,1,106,1,33,5,66,6,17,1,1,1,6,1202,13
121,18,10,15,24,0,71,0,44,5,76,4,25,0,1,3,1,1203,13
89,2,4,11,1,1,147,0,16,1,62,2,14,0,4,7,3,1204,13
120,8,6,15,9,7,164,3,18,2,51,0,14,0,0,5,3,1205,13
153,9,8,12,3,5,131,4,19,2,62,1,14,0,0,1,1,1206,13
109,15,10,19,10,3,140,2,11,2,72,1,10,4,0,1,2,1207,13
85,3,4,7,1,6,168,0,12,0,45,0,15,0,0,9,4,1208,13
82,7,5,13,7,7,139,0,21,5,48,0,13,0,0,2,0,1209,13
90,8,1,6,14,6,160,0,20,4,62,0,14,0,4,2,0,1210,13
105,7,5,12,6,4,165,1,17,2,54,3,12,0,4,3,2,1211,13
118,7,10,15,23,6,134,0,31,2,66,0,14,0,0,0,2,1212,13
122,16,13,17,25,0,68,0,47,5,84,4,24,0,1,3,1,1213,13
146,11,15,28,22,1,66,1,43,5,84,7,33,0,1,2,0,1214,13
149,15,15,25,28,1,45,0,51,4,86,4,32,0,1,4,0,1215,13
123,9,14,14,6,0,125,10,23,3,56,1,16,3,0,0,17,1216,13
84,8,6,12,8,6,151,0,21,5,50,0,10,0,0,2,1,1217,13
167,31,8,26,13,4,40,1,31,9,90,3,19,3,0,1,3,1218,13
125,8,11,13,28,6,115,0,37,3,75,1,14,0,0,1,0,1219,13
99,11,6,18,6,2,137,1,30,12,56,4,16,1,0,3,1,1220,13
84,2,5,2,1,6,172,0,11,0,28,0,22,0,0,9,4,1221,13
134,10,10,23,14,1,91,0,33,8,60,10,24,0,2,1,2,1222,13
86,9,0,12,12,3,165,0,15,8,61,0,14,0,4,2,0,1223,13
129,25,14,22,20,1,98,7,17,11,61,0,11,3,0,1,12,1224,13
121,9,15,16,6,0,125,9,23,3,54,1,19,3,0,0,18,1225,13
96,7,2,9,11,4,149,0,19,3,71,0,13,0,6,3,0,1226,13
141,18,14,15,10,1,64,2,29,6,79,2,16,2,0,2,2,1227,13
141,4,6,13,3,3,139,3,25,9,49,5,11,0,0,1,2,1228,13
87,5,4,13,8,4,164,0,18,4,50,0,11,0,0,4,1,1229,13
143,25,6,29,6,0,60,2,30,8,76,2,16,2,0,1,1,1230,13
92,8,2,12,11,0,169,0,16,2,52,3,10,0,1,6,2,1231,13
129,7,18,24,11,1,118,2,26,2,60,1,12,0,0,4,4,1232,13
91,5,3,7,1,6,163,0,13,0,51,2,16,0,3,10,2,1233,13
130,37,11,26,20,3,71,2,34,9,70,2,12,5,0,0,8,1234,13
96,9,3,11,4,1,130,0,18,1,77,1,14,0,6,6,3,1235,13
106,5,14,17,5,0,149,2,23,3,48,0,15,0,0,5,9,1236,13
109,21,11,17,10,3,108,2,31,6,75,4,12,5,0,0,7,1237,13
181,22,4,30,7,1,54,0,37,12,66,5,22,0,0,2,2,1238,13
114,17,17,20,33,2,70,0,45,5,86,3,18,0,0,4,0,1239,13
151,6,6,13,3,5,146,3,20,5,41,2,13,0,0,2,2,1240,13
164,17,8,18,5,3,97,4,29,6,59,2,16,0,0,6,3,1241,13
127,1,13,12,5,3,150,1,23,3,44,0,15,0,0,5,8,1242,13
134,35,11,31,22,2,61,1,40,9,65,8,12,5,0,0,4,1243,13
92,6,4,9,1,6,157,0,13,0,56,2,16,0,3,9,3,1244,13
112,8,13,11,7,2,113,2,39,6,69,4,12,1,1,1,6,1245,13
76,8,5,10,6,3,144,0,24,6,49,0,11,0,0,2,0,1246,13
182,29,6,28,12,3,41,1,33,9,83,3,21,2,0,1,3,1247,13
95,9,3,10,8,2,164,0,18,4,44,1,13,0,1,6,1,1248,13
123,5,13,12,11,2,106,1,41,5,71,4,13,1,1,1,6,1249,13
107,5,2,14,9,4,162,1,16,3,49,0,11,0,1,4,6,1250,13
162,21,5,29,7,1,54,1,37,12,72,4,20,1,0,1,2,1251,13
127,8,14,19,13,6,137,1,36,2,57,0,12,0,0,0,3,1252,13
106,9,9,10,22,5,136,0,31,4,68,0,19,0,2,2,0,1253,13
147,34,13,30,22,1,50,3,28,11,70,1,18,4,0,1,9,1254,13
102,3,2,13,8,0,182,1,11,2,47,1,10,0,1,5,7,1255,13
123,9,6,17,9,6,140,3,15,4,45,1,9,0,0,5,3,1256,13
58,16,13,20,22,2,94,2,21,9,65,2,11,1,0,3,2,1257,13
131,13,12,28,10,2,66,0,45,6,79,1,24,0,0,3,12,1258,13
129,14,9,23,8,2,85,3,35,10,66,5,20,2,0,2,1,1259,13
149,37,10,35,27,2,48,1,36,13,62,3,14,5,0,0,6,1260,13
46,14,10,13,7,3,165,2,9,6,33,3,9,1,0,0,2,1261,13
142,11,18,21,17,1,87,1,37,3,76,2,23,0,0,3,4,1262,13
123,13,14,23,8,1,87,5,40,5,76,1,19,3,0,0,13,1263,13
112,6,10,15,6,2,144,0,28,7,63,2,14,0,0,3,6,1264,13
119,10,13,13,32,6,108,0,36,3,74,1,15,0,0,1,0,1265,13
89,6,5,12,6,7,146,1,17,6,42,0,10,0,0,2,4,1266,13
133,31,5,28,10,1,64,2,27,5,78,4,16,4,0,1,2,1267,13
138,25,13,31,21,3,65,0,44,9,69,8,13,2,1,0,4,1268,13
89,2,3,5,1,6,169,0,14,0,40,0,20,0,0,8,4,1269,13
146,37,10,33,29,2,49,2,36,11,67,3,14,6,0,0,6,1270,13
133,8,13,20,12,6,132,1,35,2,53,0,16,0,0,2,3,1271,13
71,14,13,16,16,3,110,0,13,6,67,3,12,1,0,2,2,1272,13
141,13,22,23,16,1,60,1,41,4,81,4,26,0,2,3,3,1273,13
109,7,6,15,9,7,174,3,18,2,48,0,15,0,0,6,4,1274,13
77,16,12,15,24,2,139,1,27,8,60,0,13,0,1,2,1,1275,13
114,8,6,16,10,5,158,3,19,2,49,1,7,0,0,5,1,1276,13
103,7,3,14,12,5,176,1,13,2,41,0,14,0,0,5,6,1277,13
179,22,5,23,8,1,69,1,34,9,68,5,20,0,0,2,3,1278,13
120,5,13,20,11,1,139,2,20,4,56,0,15,0,0,3,7,1279,13
111,8,6,15,10,5,161,3,19,2,49,1,8,0,0,5,2,1280,13
96,8,6,18,5,4,143,1,22,7,73,1,15,1,0,3,3,1281,13
109,13,10,24,11,2,94,0,45,9,75,5,25,1,0,3,6,1282,13
140,12,21,19,17,1,74,1,41,4,76,2,28,0,0,3,4,1283,13
120,4,15,12,6,2,134,1,34,8,55,1,9,0,1,3,7,1284,13
136,32,14,27,22,3,74,2,28,10,67,2,15,5,0,0,8,1285,13
88,9,3,7,14,6,160,0,22,4,60,0,14,0,4,2,0,1286,13
115,25,14,22,15,3,110,6,17,10,62,1,10,3,0,1,9,1287,13
87,6,5,13,8,7,152,0,21,5,47,0,12,0,0,1,1,1288,13
152,37,11,33,24,3,51,2,33,13,61,2,15,5,0,0,8,1289,13
100,5,19,17,10,0,137,2,24,3,57,0,15,0,0,3,6,1290,13
104,11,5,15,7,4,134,1,23,8,70,2,10,2,0,1,4,1291,13
119,25,12,16,16,3,102,2,19,6,80,2,15,5,0,0,6,1292,13
81,8,4,8,4,2,153,0,15,0,61,3,19,0,4,8,2,1293,13
138,8,6,14,6,5,157,5,21,2,52,0,13,0,0,4,1,1294,13
122,18,14,17,4,1,128,5,17,7,53,1,6,4,0,0,12,1295,13
108,8,5,11,7,4,160,1,18,2,58,3,13,0,4,3,2,1296,13
165,13,10,14,12,4,106,4,28,5,69,1,13,0,0,2,2,1297,13
139,8,6,15,8,8,152,4,22,3,50,1,9,0,0,5,1,1298,13
125,14,16,18,7,0,101,14,23,13,42,1,12,2,0,1,14,1299,13
101,8,5,12,7,3,158,1,19,2,59,3,11,0,3,4,3,1300,13
11,2,0,1,0,0,287,0,2,0,20,1,0,0,0,2,1,1301,14
24,0,0,1,0,0,286,0,2,0,22,1,0,0,0,7,14,1302,14
31,1,0,1,0,0,270,0,6,2,19,0,1,0,0,2,0,1303,14
35,0,0,1,0,0,271,0,7,1,24,0,1,1,0,2,0,1304,14
33,2,1,0,0,0,280,2,2,1,16,1,0,0,0,10,2,1305,14
29,0,1,2,0,0,324,0,4,1,14,1,0,0,0,3,2,1306,14
12,0,0,0,0,0,293,0,1,0,9,0,0,0,0,3,0,1307,14
17,0,1,1,0,0,297,0,4,0,13,0,0,0,0,3,0,1308,14
12,2,0,1,0,0,289,0,2,0,19,1,0,0,0,2,1,1309,14
30,0,0,0,0,0,292,0,2,0,13,0,0,0,0,5,0,1310,14
34,0,0,2,0,2,185,0,5,0,20,1,0,0,0,6,3,1311,14
35,0,0,1,0,0,254,0,4,1,26,2,1,1,0,4,0,1312,14
12,2,0,0,0,0,271,0,2,0,24,1,0,0,0,5,1,1313,14
29,1,0,1,0,0,311,0,5,0,12,0,0,0,0,2,0,1314,14
23,0,0,2,0,0,236,0,5,2,32,1,1,0,0,6,0,1315,14
29,1,0,1,0,0,279,0,5,1,14,0,0,0,0,3,0,1316,14
16,0,0,4,0,0,260,1,1,5,6,0,0,0,0,1,1,1317,14
25,0,1,1,0,0,274,0,3,0,15,1,0,0,0,14,3,1318,14
18,0,0,0,0,0,342,0,2,2,10,0,1,0,0,5,2,1319,14
12,2,0,1,0,0,262,0,2,3,23,1,0,0,0,2,1,1320,14
30,0,1,1,0,0,293,0,4,0,21,1,0,0,0,13,4,1321,14
28,0,0,2,0,0,285,0,4,3,13,2,0,0,0,4,5,1322,14
16,0,0,0,0,0,282,0,0,0,10,0,0,0,0,4,0,1323,14
27,1,0,1,0,0,287,0,2,1,14,0,0,0,0,7,1,1324,14
30,0,1,1,0,0,287,0,2,0,25,1,0,0,0,13,11,1325,14
22,0,0,1,0,0,272,0,1,0,12,0,0,0,0,4,0,1326,14
17,0,0,1,0,0,360,0,2,1,16,0,0,0,0,3,12,1327,14
18,0,1,1,0,0,273,0,4,0,9,0,0,0,0,3,0,1328,14
24,0,0,2,0,0,365,0,0,1,2,0,0,0,0,1,2,1329,14
24,1,1,2,0,0,281,0,4,1,15,1,0,0,0,10,3,1330,14
28,0,0,0,0,0,282,0,3,0,17,0,0,0,0,3,0,1331,14
16,0,0,1,0,0,311,0,2,0,10,0,0,0,0,1,0,1332,14
26,0,0,0,0,0,320,0,3,0,14,0,0,0,0,3,0,1333,14
34,0,0,3,0,3,169,0,5,3,24,1,0,0,0,6,6,1334,14
10,1,0,1,0,0,298,0,1,0,12,0,0,0,0,2,1,1335,14
10,1,0,0,0,0,280,1,1,0,15,1,0,0,0,5,0,1336,14
13,0,0,1,0,0,372,0,2,1,6,0,0,0,0,2,11,1337,14
33,0,1,1,0,0,245,0,6,3,25,2,0,1,0,4,4,1338,14
19,0,0,0,0,0,283,0,0,0,11,0,0,0,0,4,0,1339,14
24,0,0,1,0,0,299,0,4,0,14,0,0,0,0,4,0,1340,14
19,1,0,2,0,0,327,1,0,2,9,0,0,0,0,2,4,1341,14
22,0,1,0,0,0,289,0,2,3,16,0,0,0,0,5,0,1342,14
13,2,0,1,0,0,276,0,2,0,22,1,0,0,0,4,1,1343,14
16,0,0,0,0,0,315,0,1,0,5,0,0,0,0,6,2,1344,14
10,2,0,0,0,0,277,1,0,0,14,1,0,0,0,5,0,1345,14
10,1,0,1,0,0,296,0,1,0,10,0,0,0,0,3,1,1346,14
26,0,0,2,0,0,241,0,4,5,32,1,1,0,0,6,0,1347,14
23,0,0,2,0,0,228,0,5,2,33,1,1,0,0,6,0,1348,14
7,0,0,3,0,0,282,1,2,5,5,0,0,0,0,4,0,1349,14
21,0,0,1,0,0,289,0,3,0,10,0,0,0,0,2,0,1350,14
22,0,1,1,0,0,295,0,4,0,14,0,0,0,0,3,0,1351,14
15,0,0,1,0,0,299,0,2,0,11,0,0,0,0,2,0,1352,14
17,0,0,3,0,0,287,1,2,6,10,0,0,0,0,4,0,1353,14
21,1,0,1,0,0,278,0,5,1,15,0,0,0,0,3,1,1354,14
17,0,1,0,0,0,289,0,3,0,11,0,0,0,0,5,0,1355,14
34,1,0,1,0,0,274,0,7,1,12,0,1,0,0,4,0,1356,14
